1507,"Anna University, Chennai (Id: U-0439)",SVS Institute of Computer Applications (Id: C-37060),Affiliated College,Tamil Nadu,Coimbatore
1508,"Anna University, Chennai (Id: U-0439)",SVS Institute of Management Studies (Id: C-36968),Affiliated College,Tamil Nadu,Coimbatore
1509,"Anna University, Chennai (Id: U-0439)",SVS School of Architecture (Id: C-37078),Affiliated College,Tamil Nadu,Coimbatore
1513,"Anna University, Chennai (Id: U-0439)",Tamilnadu College of Engineering (Id: C-37010),Affiliated College,Tamil Nadu,Coimbatore
1514,"Anna University, Chennai (Id: U-0439)",Tamilnadu School of Architecture (Id: C-37030),Affiliated College,Tamil Nadu,Coimbatore
1516,"Anna University, Chennai (Id: U-0439)",Tejaa Shakthi Institute of Technology for Women (Id: C-37012),Affiliated College,Tamil Nadu,Coimbatore
1535,"Anna University, Chennai (Id: U-0439)",United Institute of Technology (Id: C-36990),Affiliated College,Tamil Nadu,Coimbatore
1567,"Anna University, Chennai (Id: U-0439)",VIVEKANANDA INSTITUTE OF MANAGEMENT STUDIES (Id: C-48267),Affiliated College,Tamil Nadu,Coimbatore
1579,"Anna University, Chennai (Id: U-0439)",V.S.B COLLEGE OF ENGINEERING TECHNICAL CAMPUS (Id: C-48266),Affiliated College,Tamil Nadu,Coimbatore
3294,"Bharathiar University, Coimbatore (Id: U-0447)",Air Force Administrative College (Id: C-41053),Affiliated College,Tamil Nadu,Coimbatore
3295,"Bharathiar University, Coimbatore (Id: U-0447)",AJK College of Arts and Science (Id: C-41080),Affiliated College,Tamil Nadu,Coimbatore
3296,"Bharathiar University, Coimbatore (Id: U-0447)",Angappa College of Arts and Science (Id: C-41070),Affiliated College,Tamil Nadu,Coimbatore
3297,"Bharathiar University, Coimbatore (Id: U-0447)",Ayyan Thiruvalluvar College of Arts and Science (Id: C-41062),Affiliated College,Tamil Nadu,Coimbatore
3298,"Bharathiar University, Coimbatore (Id: U-0447)",Bharathiar University Arts and science College (Id: C-41114),Constituent / University College,Tamil Nadu,Coimbatore
3304,"Bharathiar University, Coimbatore (Id: U-0447)",Bishop Ambrose College (Id: C-41136),Affiliated College,Tamil Nadu,Coimbatore
3305,"Bharathiar University, Coimbatore (Id: U-0447)",Bishop Appasamy College of Arts and Science (Id: C-41075),Affiliated College,Tamil Nadu,Coimbatore
3307,"Bharathiar University, Coimbatore (Id: U-0447)",CBM College (Id: C-41095),Affiliated College,Tamil Nadu,Coimbatore
3312,"Bharathiar University, Coimbatore (Id: U-0447)",CMS Academy of Management and Technology (Id: C-41132),Affiliated College,Tamil Nadu,Coimbatore
3313,"Bharathiar University, Coimbatore (Id: U-0447)",CMS College of Science and Commerce (Id: C-41096),Affiliated College,Tamil Nadu,Coimbatore
3314,"Bharathiar University, Coimbatore (Id: U-0447)",CMS Institute of Management Studies (Id: C-41065),Affiliated College,Tamil Nadu,Coimbatore
3315,"Bharathiar University, Coimbatore (Id: U-0447)",Coimbatore Institute of Management and Technology (Id: C-41090),Affiliated College,Tamil Nadu,Coimbatore
3316,"Bharathiar University, Coimbatore (Id: U-0447)",D.J.Academy for Managerial Excellence (Id: C-41107),Affiliated College,Tamil Nadu,Coimbatore
3317,"Bharathiar University, Coimbatore (Id: U-0447)",Dr.G.R.Damodaran College of Science (Id: C-41044),Affiliated College,Tamil Nadu,Coimbatore
3318,"Bharathiar University, Coimbatore (Id: U-0447)",Dr.N.G.P. Arts and Science College (Id: C-41054),Affiliated College,Tamil Nadu,Coimbatore
3320,"Bharathiar University, Coimbatore (Id: U-0447)",Dr.R.V.Arts and Science College (Id: C-41099),Affiliated College,Tamil Nadu,Coimbatore
3321,"Bharathiar University, Coimbatore (Id: U-0447)",Dr.S.N.S.Rajalakshmi College of Arts and Science (Id: C-41042),Affiliated College,Tamil Nadu,Coimbatore
3326,"Bharathiar University, Coimbatore (Id: U-0447)","Government Arts College, Coimbatore (Id: C-41035)",Affiliated College,Tamil Nadu,Coimbatore
3329,"Bharathiar University, Coimbatore (Id: U-0447)",G.R.Damodaran Academy of Management (Id: C-41088),Affiliated College,Tamil Nadu,Coimbatore
3330,"Bharathiar University, Coimbatore (Id: U-0447)",Guruvayurappan Institute of Management (Id: C-41103),Affiliated College,Tamil Nadu,Coimbatore
3331,"Bharathiar University, Coimbatore (Id: U-0447)",Hindusthan College of Arts and Science (Id: C-41049),Affiliated College,Tamil Nadu,Coimbatore
3335,"Bharathiar University, Coimbatore (Id: U-0447)",Kamban College of Arts and Science (Id: C-41047),Affiliated College,Tamil Nadu,Coimbatore
3338,"Bharathiar University, Coimbatore (Id: U-0447)",K.G. College of Arts and Science (Id: C-41125),Affiliated College,Tamil Nadu,Coimbatore
3339,"Bharathiar University, Coimbatore (Id: U-0447)",KGISL Institute of Information Management (Id: C-41127),Affiliated College,Tamil Nadu,Coimbatore
3341,"Bharathiar University, Coimbatore (Id: U-0447)",Kongunadu Arts and Science College (Id: C-41106),Affiliated College,Tamil Nadu,Coimbatore
3342,"Bharathiar University, Coimbatore (Id: U-0447)",Kovai Kalaimagal College of Arts and Science (Id: C-41034),Affiliated College,Tamil Nadu,Coimbatore
3343,"Bharathiar University, Coimbatore (Id: U-0447)",K.S.G. College of Arts and Science (Id: C-41058),Affiliated College,Tamil Nadu,Coimbatore
3344,"Bharathiar University, Coimbatore (Id: U-0447)",Lakshmi Narayana Visalakshi College of Arts and Science (Id: C-41108),Affiliated College,Tamil Nadu,Coimbatore
3346,"Bharathiar University, Coimbatore (Id: U-0447)",Maharaja Arts and Science College (Id: C-41118),Affiliated College,Tamil Nadu,Coimbatore
3349,"Bharathiar University, Coimbatore (Id: U-0447)",Michael Job College of Arts and Science for Women (Id: C-41123),Affiliated College,Tamil Nadu,Coimbatore
3352,"Bharathiar University, Coimbatore (Id: U-0447)",Nehru Arts and Science College (Id: C-41133),Affiliated College,Tamil Nadu,Coimbatore
3353,"Bharathiar University, Coimbatore (Id: U-0447)",Nehru College of Management (Id: C-41105),Affiliated College,Tamil Nadu,Coimbatore
3354,"Bharathiar University, Coimbatore (Id: U-0447)",N G M College (Id: C-41073),Affiliated College,Tamil Nadu,Coimbatore
3357,"Bharathiar University, Coimbatore (Id: U-0447)",Nirmala College for Women (Id: C-41069),Affiliated College,Tamil Nadu,Coimbatore
3359,"Bharathiar University, Coimbatore (Id: U-0447)",Pioneer College of Arts and Science (Id: C-41112),Affiliated College,Tamil Nadu,Coimbatore
3362,"Bharathiar University, Coimbatore (Id: U-0447)",PSG College of Arts and Science (Id: C-41124),Affiliated College,Tamil Nadu,Coimbatore
3363,"Bharathiar University, Coimbatore (Id: U-0447)",PSGR Krishnammal College for Women (Id: C-41046),Affiliated College,Tamil Nadu,Coimbatore
3364,"Bharathiar University, Coimbatore (Id: U-0447)",Rathinam College of Arts and Science (Id: C-41134),Affiliated College,Tamil Nadu,Coimbatore
3365,"Bharathiar University, Coimbatore (Id: U-0447)",Rathinavel Subramaniam College (Id: C-41037),Affiliated College,Tamil Nadu,Coimbatore
3366,"Bharathiar University, Coimbatore (Id: U-0447)","SAN INTERNATIONAL COLLEGE OF ARTS AND SCIENCE, COIMBATORE (Id: C-46608)",Affiliated College,Tamil Nadu,Coimbatore
3367,"Bharathiar University, Coimbatore (Id: U-0447)",Sankara College of Science and Commerce (Id: C-41064),Affiliated College,Tamil Nadu,Coimbatore
3370,"Bharathiar University, Coimbatore (Id: U-0447)",Shiri Kumaran College of Arts and Science (Id: C-41121),Affiliated College,Tamil Nadu,Coimbatore
3371,"Bharathiar University, Coimbatore (Id: U-0447)",S.M.S. College of Arts and Science (Id: C-41078),Affiliated College,Tamil Nadu,Coimbatore
3372,"Bharathiar University, Coimbatore (Id: U-0447)",S N R Sons College (Id: C-41100),Affiliated College,Tamil Nadu,Coimbatore
3374,"Bharathiar University, Coimbatore (Id: U-0447)",Sree Narayana Guru College (Id: C-41130),Affiliated College,Tamil Nadu,Coimbatore
3375,"Bharathiar University, Coimbatore (Id: U-0447)",Sree Ramu College of Arts and Science (Id: C-41079),Affiliated College,Tamil Nadu,Coimbatore
3376,"Bharathiar University, Coimbatore (Id: U-0447)",Sree Saraswathi Thiagaraja College (Id: C-41097),Affiliated College,Tamil Nadu,Coimbatore
3377,"Bharathiar University, Coimbatore (Id: U-0447)",Sri Gee College of Arts and Science (Id: C-41129),Affiliated College,Tamil Nadu,Coimbatore
3379,"Bharathiar University, Coimbatore (Id: U-0447)",Sri Jeyandra Saraswathy Maha Vidyalaya College of Arts & Science (Id: C-41082),Affiliated College,Tamil Nadu,Coimbatore
3380,"Bharathiar University, Coimbatore (Id: U-0447)",Sri Krishna Arts and Science College (Id: C-41126),Affiliated College,Tamil Nadu,Coimbatore
3381,"Bharathiar University, Coimbatore (Id: U-0447)",Sri Nehru Maha Vidyalaya College of Arts and Science (Id: C-41040),Affiliated College,Tamil Nadu,Coimbatore
3382,"Bharathiar University, Coimbatore (Id: U-0447)",Sri Ramakrishna College of Arts and Science for Women (Id: C-41059),Affiliated College,Tamil Nadu,Coimbatore
3383,"Bharathiar University, Coimbatore (Id: U-0447)",Sri Ramalinga Sowdambigai College of Science and Commerce (Id: C-41115),Affiliated College,Tamil Nadu,Coimbatore
3384,"Bharathiar University, Coimbatore (Id: U-0447)",Sri Subash Arts and Science College (Id: C-41045),Affiliated College,Tamil Nadu,Coimbatore
3386,"Bharathiar University, Coimbatore (Id: U-0447)",SRMV College of Arts and Science (Id: C-41077),Affiliated College,Tamil Nadu,Coimbatore
3388,"Bharathiar University, Coimbatore (Id: U-0447)",St. Pauls College of Arts and Science for Women (Id: C-41101),Affiliated College,Tamil Nadu,Coimbatore
3390,"Bharathiar University, Coimbatore (Id: U-0447)",Texcity Arts and Science College (Id: C-41085),Affiliated College,Tamil Nadu,Coimbatore
3391,"Bharathiar University, Coimbatore (Id: U-0447)","Thavathiru Santhalinga Adigalar Arts, Science and Tamil College (Id: C-41076)",Affiliated College,Tamil Nadu,Coimbatore
3396,"Bharathiar University, Coimbatore (Id: U-0447)",VLB Janaki Ammal College of Arts and Science (Id: C-41083),Affiliated College,Tamil Nadu,Coimbatore
3397,"Bharathiar University, Coimbatore (Id: U-0447)",V.N.Krishnasamy Naidu College of Arts and Science for Women (Id: C-41094),Affiliated College,Tamil Nadu,Coimbatore
3398,"Bharathiar University, Coimbatore (Id: U-0447)",Wisdom School of Management (Id: C-41038),Affiliated College,Tamil Nadu,Coimbatore
9332,"Forest Research Institute, Dehradun (Id: U-0553)",Institute of Forest Genetics & Tree Breeding (Id: C-44356),Recognized Center,Tamil Nadu,Coimbatore
29424,"Ramakrishna Mission Vivekananda Educational and Research Institute, Howrah (Id: U-0582)","SoRSPE, Ramakrishna Mission Vivekananda University (Id: C-35003)",PG Center / Off-Campus Center,Tamil Nadu,Coimbatore
33892,"Tamilnadu Agricultural University, Coimbatore (Id: U-0485)","Agricultural College and Research Institute, Coimbatore (Id: C-44926)",Constituent / University College,Tamil Nadu,Coimbatore
33895,"Tamilnadu Agricultural University, Coimbatore (Id: U-0485)","Agricultural Engineering College and Research Institute, Coimbatore (Id: C-44924)",Constituent / University College,Tamil Nadu,Coimbatore
33899,"Tamilnadu Agricultural University, Coimbatore (Id: U-0485)",Forest College and Research Institute (Id: C-44920),Constituent / University College,Tamil Nadu,Coimbatore
33901,"Tamilnadu Agricultural University, Coimbatore (Id: U-0485)","Horticultural College and Research Institute, Coimbatore (Id: C-44923)",Constituent / University College,Tamil Nadu,Coimbatore
33906,"Tamilnadu Agricultural University, Coimbatore (Id: U-0485)","School of Postgraduate Studies, Coimbatore (Id: C-44919)",PG Center / Off-Campus Center,Tamil Nadu,Coimbatore
33908,"Tamilnadu Agricultural University, Coimbatore (Id: U-0485)","VANAVARAYAR INSTITUTE OF AGRICULTURE, COIMBATORE (Id: C-45371)",Affiliated College,Tamil Nadu,Coimbatore
33911,"Tamil Nadu Dr. Ambedkar Law University, Chennai (Id: U-0480)","Government Law College, Coimbatore (Id: C-39282)",Affiliated College,Tamil Nadu,Coimbatore
33932,"Tamil Nadu Dr. M.G.R. Medical University , Chennai (Id: U-0481)","ANNAI MEENAKSHI COLLEGE OF NURSING, COIMBATORE (Id: C-45525)",Affiliated College,Tamil Nadu,Coimbatore
33943,"Tamil Nadu Dr. M.G.R. Medical University , Chennai (Id: U-0481)","ARAVIND EYE HOSPITAL, COIMBATORE (Id: C-45568)",Affiliated College,Tamil Nadu,Coimbatore
33955,"Tamil Nadu Dr. M.G.R. Medical University , Chennai (Id: U-0481)","AYURVEDHA COLLEGE, COIMBATORE (Id: C-45514)",Affiliated College,Tamil Nadu,Coimbatore
33968,"Tamil Nadu Dr. M.G.R. Medical University , Chennai (Id: U-0481)","CHERRAAN S COLLEGE OF NURSING, COIMBATORE (Id: C-45519)",Affiliated College,Tamil Nadu,Coimbatore
